Date,Start Time,Event ID,Sport,League,Market,Derivative,Event/Match,Bet,Odds,Stake,Bookmaker,Payout,Closing Line,CLV%,Profit/Loss,Notes/Comments,Bet ID#,Result
2025-03-31,20:45,2ddd41b46b02cd16c9ed375028df7a99,Unknown Sport,MLB,totals,No,Los Angeles Angels vs St. Louis Cardinals,Under 8.5,-112,700,Pinnacle,625,,,-700.00,,2068079655,Loss
2025-03-31,20:07,9fccf928262c368f6ae3c665814eddb6,Unknown Sport,MLB,totals,No,Washington Nationals vs Toronto Blue Jays,Under 8.5,-101,400,Pinnacle,396.04,,,396.04,,2068078640,Win
2025-03-31,19:40,a72e1dee8e2064c20f8af8d2bf51d294,Unknown Sport,MLB,totals,No,New York Mets vs Miami Marlins,Under 8.5,-115,600,Pinnacle,521.74,,,-600.00,,2068077180,Loss
2025-03-31,16:05,22bab7b02a06f673796c8073830e5022,Unknown Sport,MLB,totals,No,Colorado Rockies vs Philadelphia Phillies,Under 8.5,-111,200,Pinnacle,180.18,,,180.18,,2068076378,Win
2025-03-31,15:10,ea527e88b53ec60be7850ba47b9161e2,Unknown Sport,MLB,totals,No,Minnesota Twins vs Chicago White Sox,Under 8.5,-114,500,Pinnacle,438.6,,,-500.00,,2068073967,Loss
2025-03-31,15:35,1dee3f0ffd1af813d7df50943f08dc85,Unknown Sport,MLB,totals,No,Boston Red Sox vs Baltimore Orioles,Under 9.5,-107,800,Pinnacle,747.66,,,-800.00,,2068122483,Loss
2025-03-31,16:05,22bab7b02a06f673796c8073830e5022,Unknown Sport,MLB,spreads,No,Colorado Rockies vs Philadelphia Phillies,Colorado Rockies +1.5,101,400,Pinnacle,404,,,-400.00,,2068121906,Loss
2025-03-31,20:05,c551222f74f7b4d9601e63815ae9b2bf,Unknown Sport,MLB,totals_h1,Yes,Pittsburgh Pirates vs Tampa Bay Rays,Under 4.5,-104,970.25,Pinnacle,932.93,,,932.93,,2068120010,Win
2025-03-31,20:10,f797e2e15a2ce196a9aec7d6be426ca5,Basketball,NBA,spreads,No,Sacramento Kings vs Indiana Pacers,Indiana Pacers -5.5,-104,395.12,Pinnacle,379.92,,,-395.12,,2068151091,Loss
2025-03-31,21:40,d447b6f346f3e4d48b43404d9ad56154,Basketball,NBA,spreads,No,Brooklyn Nets vs Dallas Mavericks,Dallas Mavericks -9.0,-104,600,Pinnacle,576.92,,,-600.00,,2068148648,Loss
2025-03-31,15:35,Unknown,Unknown Sport,MLB,totals,No,Sean Newcomb (Total Strikeouts)(must start),Under 3.5 Strikeouts,-126,600,Pinnacle,476.19,,,-600.00,,2068177624,Loss
2025-03-31,15:10,Unknown,Unknown Sport,MLB,totals,No,Martín Pérez (Total Strikeouts)(must start),Over 3.5 Strikeouts,113,500,Pinnacle,565,,,565.00,,2068177169,Win
2025-03-31,21:40,,Basketball,NBA,totals,No,Brooklyn Nets vs Dallas Mavericks,Under 218.5,-101,400,Pinnacle,396.04,,,-400.00,,2068277895,Loss
2025-03-31,21:40,,Basketball,NBA,totals_q2,Yes,Brooklyn Nets vs Dallas Mavericks,Under 56.5,-113,400,Pinnacle,353.98,,,-400.00,,2068277443,Loss
2025-03-31,21:10,,Basketball,NBA,spreads_h1,Yes,LiveChicago Bulls vs Oklahoma City Thunder,Chicago Bulls +12.5,-112,400,Pinnacle,357.14,,,-400.00,,2068278581,Loss
2025-04-01,20:45,5772a662133571afe5497751e69733ab,Unknown Sport,MLB,totals,No,Los Angeles Angels vs St. Louis Cardinals,Over 8.5,101,800,Pinnacle,808,,,808.00,,2068397312,Win
2025-04-01,19:40,1334bbc7de9c51f90cc31ab656a582b2,Unknown Sport,MLB,h2h,No,Texas Rangers vs Cincinnati Reds,Texas Rangers,-138,800,Pinnacle,579.71,,,579.71,,2068396644,Win
2025-04-01,23:10,703e9e33168b470ba22ad980a2464036,Unknown Sport,MLB,totals,No,Atlanta Braves vs Los Angeles Dodgers,Under 7.5,101,539,Pinnacle,544.39,,,544.39,,2068368089,Win
2025-04-01,21:10,093b32242d261aa422ff3d00333d45d6,Basketball,NBA,player_assists,No,Toronto Raptors vs Chicago Bulls,Scottie Barnes Under 5.5 Assists,-113,676,Pinnacle,598.23,,,598.23,,2068360359,Win
2025-04-01,23:10,703e9e33168b470ba22ad980a2464036,Unknown Sport,MLB,spreads,No,Atlanta Braves vs Los Angeles Dodgers,Atlanta Braves +1.5,-124,500,Pinnacle,403.23,,,-500.00,,2068327548,Loss
2025-04-01,21:10,44ed4bc39c312c90964afe67186e4cf5,Basketball,NBA,player_points,No,Golden State Warriors vs Memphis Grizzlies,Brandin Podziemski Under 14.5 Points,-105,629,Pinnacle,599.05,,,599.05,,2068323443,Win
2025-04-01,23:00,8d8e1d6db06df40e8d2e54324c71358b,Basketball,NBA,player_rebounds,No,Minnesota Timberwolves vs Denver Nuggets,Michael Porter Jr. Under 7.5 Rebounds,-139,200,Pinnacle,143.88,,,0,,2068322497,Refund
2025-04-01,21:10,093b32242d261aa422ff3d00333d45d6,Basketball,NBA,player_rebounds,No,Toronto Raptors vs Chicago Bulls,Jakob Poeltl Under 8.5 Rebounds,107,250,Pinnacle,267.5,,,267.50,,2068322394,Win
2025-04-01,20:40,Unknown,Unknown Sport,MLB,totals,No,Shane Smith (Total Strikeouts)(must start),Over 4.5 Strikeouts,119,800,Pinnacle,952,,,-800.00,,2068321077,Loss
2025-04-01,22:40,68199358dbd90233cac0f5783420752b,Unknown Sport,MLB,totals,No,Cleveland Guardians vs San Diego Padres,Under 7.5,101,400,Pinnacle,404,,,404.00,,2068320368,Win
2025-04-01,22:05,,Baseball,MLB,totals,No,Chicago Cubs vs Athletics,over 8,-105,320,Betonline,,,,,"Ticket Number:
857481611-1
Accepted Date:
04/01/25 06:35 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$320.00
To win:
$304.76
Status:
Pending
Description:
Baseball - MLB - Chicago Cubs vs Athletics - Total | 975 Chicago Cubs/Athletics over 8 -105 For Game | 04/01/2025 | 10:05:00 PM (EST) | J. Steele -L - Must Start / L. Severino -R - Must Start | Pending



Print Bet Slip",857481611-1,Pending
2025-04-01,22:05,,Baseball,MLB,totals,No,Chicago Cubs vs Athletics,over 8,-105,555,Betonline,,,,,"Ticket Number:
857481484-1
Accepted Date:
04/01/25 06:34 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$555.00
To win:
$528.57
Status:
Pending
Description:
Baseball - MLB - Chicago Cubs vs Athletics - Total | 975 Chicago Cubs/Athletics over 8 -105 For Game | 04/01/2025 | 10:05:00 PM (EST) | J. Steele -L - Must Start / L. Severino -R - Must Start | Pending



Print Bet Slip",857481484-1,Pending
2025-04-01,19:45,5772a662133571afe5497751e69733ab,Baseball,MLB,h2h,No,Los Angeles Angels vs St. Louis Cardinals,St. Louis Cardinals,-140,333,Betonline,,,,-333.00,"Ticket Number:
857428166-1
Accepted Date:
04/01/25 01:58 GMT-4
Graded Date:
04/01/25 10:56 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$333.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - Los Angeles Angels vs St. Louis Cardinals - Money Line | 970 St. Louis Cardinals -140 For Game | 04/01/2025 | 07:45:00 PM (EST) | K. Hendricks -R - Must Start / M. Liberatore -L - Must Start | Lost



Print Bet Slip",857428166-1,Loss
2025-04-01,21:40,68199358dbd90233cac0f5783420752b,Baseball,MLB,h2h,No,Cleveland Guardians vs San Diego Padres,San Diego Padres,-163,333,Betonline,,,,,"Ticket Number:
857407971-1
Accepted Date:
04/01/25 11:24 GMT-4
Type: Parlay
Product:
Sportsbook
Amount:
$333.00
To win:
$527.97
Status:
Pending
Description:
Baseball - MLB - Cleveland Guardians vs San Diego Padres - Parlay | 974 San Diego Padres -163 For Game | 04/01/2025 | 09:40:00 PM (EST) | L. Allen -L - Must Start / M. King -R - Must Start | Pending
Baseball - MLB - Detroit Tigers vs Seattle Mariners - Parlay | 958 Seattle Mariners -166 For Game | 04/01/2025 | 09:40:00 PM (EST) | C. Mize -R - Must Start / L. Gilbert -R - Must Start | Pending





Print Bet Slip",857407971-1,Pending
2025-04-01,21:40,68199358dbd90233cac0f5783420752b,Baseball,MLB,h2h,No,Cleveland Guardians vs San Diego Padres,San Diego Padres,-163,555,Betonline,,,,,"Ticket Number:
857406602-1
Accepted Date:
04/01/25 11:13 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$555.00
To win:
$340.49
Status:
Pending
Description:
Baseball - MLB - Cleveland Guardians vs San Diego Padres - Money Line | 974 San Diego Padres -163 For Game | 04/01/2025 | 09:40:00 PM (EST) | L. Allen -L - Must Start / M. King -R - Must Start | Pending



Print Bet Slip",857406602-1,Pending
2025-04-01,18:40,1334bbc7de9c51f90cc31ab656a582b2,Baseball,MLB,totals,No,Texas Rangers vs Cincinnati Reds,over 9,,333,Betonline,,,,,"Ticket Number:
857406300-1
Accepted Date:
04/01/25 11:11 GMT-4
Graded Date:
04/01/25 09:08 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - Texas Rangers vs Cincinnati Reds - Total | 959 Texas Rangers/Cincinnati Reds over 9 +105 For Game | 04/01/2025 | 06:40:00 PM (EST) | N. Eovaldi -R - Must Start / C. Spiers -R - Must Start | Lost



Print Bet Slip",857406300-1,Loss
2025-04-01,21:40,cf138ec0262145d80b5c4db986ea68cf,Baseball,MLB,h2h,No,Detroit Tigers vs Seattle Mariners,Seattle Mariners,-166,555,Betonline,,,,,"Ticket Number:
857404235-1
Accepted Date:
04/01/25 10:49 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$555.00
To win:
$334.34
Status:
Pending
Description:
Baseball - MLB - Detroit Tigers vs Seattle Mariners - Money Line | 958 Seattle Mariners -166 For Game | 04/01/2025 | 09:40:00 PM (EST) | C. Mize -R - Must Start / L. Gilbert -R - Must Start | Pending



Print Bet Slip",857404235-1,Pending
2025-04-01,5:30,,"Ticket Number:
857286004-1
Accepted Date:
04/01/25 05:02 GMT-4
Graded Date:
04/01/25 08:40 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$444.00
To win:
-
Status:
Lost
Description:
Baseball",Japan,totals,No,Fukuoka Hawks vs Hokkaido Nippon Ham Fighters,under 5.5,,444,Betonline,,,,,"Ticket Number:
857286004-1
Accepted Date:
04/01/25 05:02 GMT-4
Graded Date:
04/01/25 08:40 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$444.00
To win:
-
Status:
Lost
Description:
Baseball - Japan - Fukuoka Hawks vs Hokkaido Nippon Ham Fighters - Total | 360102 Fukuoka Hawks/Hokkaido Nippon Ham Fighters under 5½ +105 For Game | 04/01/2025 | 05:30:00 AM (EST) | Lost



Print Bet Slip",857286004-1,Loss
2025-04-01,5:00,,"Ticket Number:
857283298-1
Accepted Date:
04/01/25 03:38 GMT-4
Graded Date:
04/01/25 08:39 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$444.00
To win:
-
Status:
Lost
Description:
Baseball",Japan,totals,No,Yokohama Bay Stars vs Hanshin Tigers,under 5.5,,444,Betonline,,,,,"Ticket Number:
857283298-1
Accepted Date:
04/01/25 03:38 GMT-4
Graded Date:
04/01/25 08:39 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$444.00
To win:
-
Status:
Lost
Description:
Baseball - Japan - Yokohama Bay Stars vs Hanshin Tigers - Total | 360112 Yokohama Bay Stars/Hanshin Tigers under 5½ +105 For Game | 04/01/2025 | 05:00:00 AM (EST) | Lost



Print Bet Slip",857283298-1,Loss
2025-04-01,22:10,703e9e33168b470ba22ad980a2464036,Baseball,MLB,totals,No,Atlanta Braves vs Los Angeles Dodgers,over 8,103,275,Betonline,,,,,"Ticket Number:
857282595-1
Accepted Date:
04/01/25 03:20 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$275.00
To win:
$283.25
Status:
Pending
Description:
Baseball - MLB - Atlanta Braves vs Los Angeles Dodgers - Total | 953 Atlanta Braves/Los Angeles Dodgers over 8 +103 For Game | 04/01/2025 | 10:10:00 PM (EST) | C. Sale -L - Must Start / D. May -R - Must Start | Pending



Print Bet Slip",857282595-1,Pending
2025-03-31,19:10,,"Ticket Number:
857108205-1
Accepted Date:
03/31/25 09:35 GMT-4
Graded Date:
03/31/25 09:19 GMT-4
Type: Spread
Product:
Sportsbook
Amount:
$555.00
To win:
$504.55
Status:
Won
Description:
Basketball",NBA,spreads,No,Miami Heat vs Washington Wizards,Miami Heat -8.5 -8.5,-110,555,Betonline,,,,504.55,"Ticket Number:
857108205-1
Accepted Date:
03/31/25 09:35 GMT-4
Graded Date:
03/31/25 09:19 GMT-4
Type: Spread
Product:
Sportsbook
Amount:
$555.00
To win:
$504.55
Status:
Won
Description:
Basketball - NBA - Miami Heat vs Washington Wizards - Spread | 507 Miami Heat -8½ -110 For Game | 03/31/2025 | 07:10:00 PM (EST) | Won



Print Bet Slip",857108205-1,Win
2025-03-31,20:10,f7612962b365c9259fc719ca3ffb5f58,Baseball,MLB,totals,No,San Francisco Giants vs Houston Astros,under 8.5,,222,Betonline,,,,,"Ticket Number:
857042245-1
Accepted Date:
03/30/25 09:29 GMT-4
Graded Date:
03/31/25 10:50 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$222.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - San Francisco Giants vs Houston Astros - Total | 924 San Francisco Giants/Houston Astros under 8½ -118 For Game | 03/31/2025 | 08:10:00 PM (EST) | J. Hicks -R - Must Start / R. Blanco -R - Must Start | Lost



Print Bet Slip",857042245-1,Loss
2025-03-30,,,Unknown,Unknown,h2h,No,,,-100,100,Betonline,,,,100.00,"Ticket Number:
857028284-1
Accepted Date:
03/30/25 08:07 GMT-4
Graded Date:
03/30/25 08:59 GMT-4
Type: Live
Product:
Live Betting
Amount:
$100.00
To win:
$100.00
Status:
Won

Print Bet Slip",857028284-1,Win
2025-04-01,21:10,093b32242d261aa422ff3d00333d45d6,Basketball,NBA,spreads_q1,Yes,Toronto Raptors vs Chicago Bulls,Toronto Raptors +1.0,113,350,Pinnacle,395.5,,,-350.00,,2068414035,Loss
2025-04-01,20:40,b22cadd8e7c03b3a3566522dd463dd23,Basketball,NBA,player_rebounds,No,Philadelphia 76ers vs New York Knicks,Guerschon Yabusele Under 5.5 Rebounds,105,596,Pinnacle,625.8,,,0,,2068414643,Refund
2025-04-01,23:05,8d8e1d6db06df40e8d2e54324c71358b,Basketball,NBA,player_assists,No,Minnesota Timberwolves vs Denver Nuggets,Jamal Murray Under 5.5 Assists,-111,600,Pinnacle,540.54,,,0,,2068413657,Refund
2025-04-24,21:35,f39fff52133794a10c16ba61d2c0eeda,Basketball,NBA,player_points_rebounds_assists,No,Oklahoma City Thunder vs Memphis Grizzlies,Jalen Williams Over 31.5 Points+Rebs+Assists,-113,600,Pinnacle,530.97,,,,,2075862750,Pending
2025-04-24,22:05,19aca5a6e1fa8b1aa68505d3f1d75b37,Basketball,NBA,player_points_rebounds_assists,No,Denver Nuggets vs Los Angeles Clippers,Nikola Jokic Under 49.5 Points+Rebs+Assists,-120,600,Pinnacle,500,,,,,2075862476,Pending
2025-04-24,22:05,Unknown,Unknown Sport,MLB,totals,Yes,Texas Rangers vs Athletics,Under 0.5,-105,726,Pinnacle,691.43,,,,,2075861451,Pending
2025-04-23,22:05,,Unknown Sport,MLB,totals_h1,Yes,Texas Rangers vs Athletics,Under 4.5,127,500,Pinnacle,635,,,-500.00,,2075599007,Loss
2025-04-17,12:40,,Unknown Sport,MLB,spreads,No,Seattle Mariners vs Cincinnati Reds,Cincinnati Reds -1.5,171,300,Pinnacle,513,,,-300.00,,2073574997,Loss
2025-04-04,19:10,,Basketball,NBA,spreads_q4,Yes,LiveUtah Jazz vs Indiana Pacers,Utah Jazz +5.5,-134,500,Pinnacle,373.13,,,-500.00,,2069405647,Loss
2025-04-02,12:40,1334bbc7de9c51f90cc31ab656a582b2,Unknown Sport,MLB,totals_h1,Yes,Texas Rangers vs Cincinnati Reds,Over 4.5,-100,400,Pinnacle,400,,,-400.00,,2068699293,Loss
2025-04-23,21:40,,Baseball,MLB,spreads,No,Tampa Bay Rays vs Arizona Diamondbacks,Tampa Bay Rays +1.5 +1.5,-142,333,Betonline,,,,234.51,"Ticket Number:
862706091-1
Accepted Date:
04/23/25 09:37 GMT-4
Graded Date:
04/24/25 12:59 GMT-4
Type: Run Line
Product:
Sportsbook
Amount:
$333.00
To win:
$234.51
Status:
Won
Description:
Baseball - MLB - Tampa Bay Rays vs Arizona Diamondbacks - Spread | 979 Tampa Bay Rays +1½ -142 For Game | 04/23/2025 | 09:40:00 PM (EST) | T. Bradley -R - Must Start / E. Rodriguez -L - Must Start | Won



Print Bet Slip",862706091-1,Win
2025-04-24,18:45,83d703410f2a99e6a3936e1ea483eac3,Baseball,MLB,totals,No,Baltimore Orioles vs Washington Nationals,under 8.5,108,444,Betonline,,,,,"Ticket Number:
862669308-1
Accepted Date:
04/23/25 06:30 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$444.00
To win:
$479.52
Status:
Pending
Description:
Baseball - MLB - Baltimore Orioles vs Washington Nationals - Total | 912 Baltimore Orioles/Washington Nationals under 8½ +108 For Game | 04/24/2025 | 06:45:00 PM (EST) | C. Povich -L - Must Start / M. Gore -L - Must Start | Pending



Print Bet Slip",862669308-1,Pending
2025-04-17,19:05,,Baseball,MLB,spreads,No,New York Yankees vs Tampa Bay Rays,Tampa Bay Rays -1.5 -1.5,170,222,Betonline,,,,-222.00,"Ticket Number:
861157818-1
Accepted Date:
04/17/25 08:51 GMT-4
Graded Date:
04/17/25 09:54 GMT-4
Type: Run Line
Product:
Sportsbook
Amount:
$222.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - New York Yankees vs Tampa Bay Rays - Spread | 966 Tampa Bay Rays -1½ +170 For Game | 04/17/2025 | 07:05:00 PM (EST) | W. Warren -R - Must Start / T. Bradley -R - Must Start | Lost



Print Bet Slip",861157818-1,Loss
2025-04-17,12:35,,Baseball,MLB,h2h,No,Washington Nationals vs Pittsburgh Pirates,Washington Nationals,118,333,Betonline,,,,-333.00,"Ticket Number:
861157580-1
Accepted Date:
04/17/25 08:48 GMT-4
Graded Date:
04/17/25 02:49 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$333.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - Washington Nationals vs Pittsburgh Pirates - Money Line | 953 Washington Nationals +118 For Game | 04/17/2025 | 12:35:00 PM (EST) | T. Williams -R - Must Start / A. Heaney -L - Must Start | Lost



Print Bet Slip",861157580-1,Loss
