Date,Start Time,Event ID,Sport,League,Market,Derivative,Event/Match,Bet,Odds,Stake,Bookmaker,Payout,Closing Line,CLV%,Profit/Loss,Notes/Comments,Bet ID#,Result
2025-02-11,22:40,,Basketball,NCAA,Spread,Yes,DePaul vs Marquette,Marquette -8.5,-135,300,Pinnacle,222.22,,,-300.00,,2053638527,Loss
2025-02-11,21:10,,Basketball,NBA,Player Prop,No,Tyrese Maxey (3 Point FG),Under 3.5 3-Point Field Goals,-115,600,Pinnacle,521.74,,,521.74,,2053731515,Win
2025-02-11,21:10,,Basketball,NBA,Player Prop,No,Tyrese Maxey (Points),Under 29.5 Points,-122,450,Pinnacle,368.85,,,368.85,,2053732517,Win
2025-02-11,21:10,,Basketball,NBA,Player Prop,No,Kelly Oubre Jr. (Points),Over 12.5 Points,-122,500,Pinnacle,409.84,,,-500.00,,2053753813,Loss
2025-02-11,22:00,,Basketball,NCAA,Total,Yes,SE Missouri State vs Arkansas Little Rock,Over 62.5,-140,500,Pinnacle,357.14,,,-500.00,,2053659706,Loss
2025-02-11,21:10,,Basketball,NCAA,Spread,No,Florida vs Mississippi State,Florida -2.0,118,400,Pinnacle,472,,,472.00,,2053637532,Win
2025-02-11,22:10,,Basketball,NBA,Moneyline,Yes,Detroit Pistons vs Chicago Bulls,Chicago Bulls,125,200,Pinnacle,250,,,-200.00,,2053622988,Loss
2025-02-11,21:00,,Basketball,NCAA,Total,No,Iowa State vs Central Florida,Over 158,-111,300,Pinnacle,270.27,,,-300.00,,2053691679,Loss
2025-02-11,21:00,,Basketball,NCAA,Spread,No,Central Michigan vs Kent State,Kent State -6.0,-112,300,Pinnacle,267.86,,,267.86,,2053662676,Win
2025-02-11,21:00,,Basketball,NCAA,Total,No,LiveCentral Michigan vs Kent State,Under 162.5,-108,300,Pinnacle,277.78,,,-300.00,,2053770253,Loss
2025-02-11,21:00,,Basketball,NCAA,Total,No,LiveCentral Michigan vs Kent State,Under 174,-111,300,Pinnacle,270.27,,,0,,2053771554,Refund
2025-02-11,21:35,,Basketball,NBA,Spread,Yes,New York Knicks vs Indiana Pacers,New York Knicks -1.5,119,200,Pinnacle,238,,,238.00,,2053638410,Win
2025-02-11,21:10,,Basketball,NCAA,Moneyline,Yes,Florida vs Mississippi State,Mississippi State,101,400,Pinnacle,404,,,404.00,,2053712330,Win
2025-02-11,21:00,,Basketball,NCAA,Moneyline,Yes,Ohio vs Bowling Green,Ohio,-146,350,Pinnacle,239.73,,,-350.00,,2053744710,Loss
2025-02-11,21:00,,Basketball,NCAA,Spread,Yes,Iowa State vs Central Florida,Iowa State -4.5,106,400,Pinnacle,424,,,-400.00,,2053632124,Loss
2025-02-11,14:05,,Unknown Sport,R1,Spread,No,Nuno Borges (Games) vs Stan Wawrinka (Games),Nuno Borges (Games) (Games) -2.0,-107,300,Pinnacle,280.37,,,280.37,,2053664503,Win
2025-02-11,12:00,,Unknown Sport,R2,Moneyline,Yes,LiveMagda Linette vs Magdalena Frech,Under 2.5 (Sets),-130,300,Pinnacle,230.77,,,-300.00,,2053666358,Loss
2025-02-11,0:40,,Basketball,NBA,Player Prop,No,Isaiah Collier (Points),Over 8.5 Points,-115,300,Pinnacle,260.87,,,260.87,,2053467891,Win
2025-02-11,0:40,,Basketball,NBA,Player Prop,No,Luka Doncic (Points),Under 27.5 Points,103,400,Pinnacle,412,,,412.00,,2053466157,Win
2025-02-11,0:40,,Basketball,NBA,Player Prop,No,Rui Hachimura (Points),Under 13.5 Points,107,255,Pinnacle,272.85,,,-255.00,,2053470429,Loss
2025-02-11,0:40,,Basketball,NBA,Player Prop,No,Lauri Markkanen (Points),Over 18.5 Points,114,333,Pinnacle,379.62,,,-333.00,,2053445627,Loss
2025-02-11,0:40,,Basketball,NBA,Player Prop,No,Lauri Markkanen (Points),Over 18.5 Points,110,150,Pinnacle,165,,,-150.00,,2053445819,Loss
2025-02-12,21:30,,Basketball,NCAA,Total,No,LiveChattanooga vs Samford,Under 145.5,-117,300,Pinnacle,256.41,,,-300.00,,2054033987,Loss
2025-02-12,21:10,,Basketball,NBA,Spread,No,LiveSan Antonio Spurs vs Boston Celtics,Boston Celtics -17.5,-109,300,Pinnacle,275.23,,,-300.00,,2054038273,Loss
2025-02-12,21:00,,Basketball,NCAA,Spread,No,LiveNC Asheville vs USC Upstate,USC Upstate +6.5,-117,400,Pinnacle,341.88,,,-400.00,,2054035054,Loss
2025-02-12,20:30,,Basketball,NCAA,Total,No,Oakland vs IU Indianapolis,Under 141.5,-108,300,Pinnacle,277.78,,,-300.00,,2053788438,Loss
2025-02-12,0:00,,Basketball,NCAA,Spread,No,Air Force vs UNLV,UNLV -14.5,109,500,Pinnacle,545,,,545.00,,2053784846,Win
2025-02-12,0:11,,Basketball,NBA,Spread,Yes,Memphis Grizzlies vs Phoenix Suns,Phoenix Suns +1.0,105,250,Pinnacle,262.5,,,-250.00,,2053639831,Loss
2025-02-12,0:11,,Basketball,NBA,Moneyline,Yes,Memphis Grizzlies vs Phoenix Suns,Phoenix Suns,126,225,Pinnacle,283.5,,,-225.00,,2053652996,Loss
2025-02-12,0:11,,Basketball,NBA,Moneyline,Yes,Memphis Grizzlies vs Phoenix Suns,Phoenix Suns,123,355,Pinnacle,436.65,,,-355.00,,2053681659,Loss
2025-02-12,0:11,,Basketball,NBA,Total,Yes,Memphis Grizzlies vs Phoenix Suns,Over 57.5,-142,400,Pinnacle,281.69,,,281.69,,2053777383,Win
2025-02-13,23:10,,Basketball,NBA,Player Prop,No,Lauri Markkanen (Points),Over 18.5 Points,-113,300,Pinnacle,265.49,,,265.49,,2054303759,Win
2025-02-13,23:00,,Basketball,NCAA,Total,No,LiveIdaho State vs Montana,Over 138.5,-121,333,Pinnacle,275.21,,,275.21,,2054316527,Win
2025-02-13,23:00,,Basketball,NCAA,Moneyline,No,LiveLiberty vs New Mexico State,Liberty,-110,1111,Pinnacle,1010,,,1010.00,,2054323273,Win
2025-02-13,21:30,,Basketball,NCAA,Total,No,Jacksonville vs Central Arkansas,Under 137.5,-118,400,Pinnacle,338.98,,,-400.00,,2054184180,Loss
2025-02-13,22:10,,Basketball,NBA,Player Prop,No,DeMar DeRozan (Points),Over 20.5 Points,-101,300,Pinnacle,297.03,,,-300.00,,2054147011,Loss
2025-02-13,22:10,,Basketball,NBA,Player Prop,No,Keegan Murray (Points),Under 11.5 Points,107,300,Pinnacle,321,,,-300.00,,2054178982,Loss
2025-02-13,22:10,,Basketball,NBA,Total,Yes,LiveSacramento Kings vs New Orleans Pelicans,Under 55.5,101,333,Pinnacle,336.33,,,-333.00,,2054311447,Loss
2025-02-13,22:40,,Basketball,NBA,Player Prop,No,Nikola Jovic (Points),Under 11.5 Points,-113,200,Pinnacle,176.99,,,176.99,,2054164073,Win
2025-02-13,22:35,,Basketball,NBA,Spread,No,Oklahoma City Thunder vs Minnesota Timberwolves,Minnesota Timberwolves +7.5,100,350,Pinnacle,350,,,350.00,,2054178442,Win
2025-02-13,22:40,,Basketball,NBA,Player Prop,No,Klay Thompson (3 Point FG),Under 3.5 3-Point Field Goals,-106,629,Pinnacle,593.4,,,0,,2054091516,Refund
2025-02-13,23:00,,Basketball,NCAA,Total,No,LiveFlorida International vs UTEP,Under 152.5,-109,555,Pinnacle,509.17,,,509.17,,2054310233,Win
2025-02-13,23:00,,Basketball,NCAA,Total,No,LiveWeber State vs Montana State,Over 134.5,-117,333,Pinnacle,284.62,,,284.62,,2054309122,Win
2025-02-13,22:00,,Basketball,NCAA,Total,No,LiveTennessee Tech vs Arkansas Little Rock,Under 153.5,-115,333,Pinnacle,289.57,,,-333.00,,2054308598,Loss
2025-02-13,22:30,,Basketball,NCAA,Spread,No,LiveMorehead State vs Lindenwood,Lindenwood -12.5,-110,333,Pinnacle,302.73,,,302.73,,2054316617,Win
2025-02-13,22:30,,Basketball,NCAA,Spread,No,LiveSouthern Indiana vs Western Illinois,Western Illinois -13.5,101,444,Pinnacle,448.44,,,448.44,,2054316051,Win
2025-02-13,23:00,,Basketball,NCAA,Spread,Yes,Cal Riverside vs UC Davis,Cal Riverside -0.5,110,300,Pinnacle,330,,,330.00,,2054164435,Win
2025-02-13,22:00,,Basketball,NCAA,Moneyline,No,LiveDenver vs North Dakota,Denver,-104,333,Pinnacle,320.19,,,320.19,,2054301057,Win
2025-02-13,22:00,,Basketball,NCAA,Total,No,LiveDenver vs North Dakota,Over 129.5,-117,333,Pinnacle,284.62,,,284.62,,2054301751,Win
2025-02-13,22:00,,Basketball,NCAA,Total,No,LiveSeattle U vs Abilene Christian,Over 130.5,-123,333,Pinnacle,270.73,,,270.73,,2054312980,Win
2025-02-13,22:00,,Basketball,NCAA,Total,No,LiveNebraska Omaha vs South Dakota State,Under 161.5,-116,222,Pinnacle,191.38,,,-222.00,,2054301269,Loss
2025-02-13,22:00,,Basketball,NCAA,Total,No,LiveNebraska Omaha vs South Dakota State,Under 168.5,-127,333,Pinnacle,262.2,,,-333.00,,2054302091,Loss
2025-02-13,21:30,,Basketball,NCAA,Total,No,LiveTexas State vs UL - Monroe,Under 139.5,-106,333,Pinnacle,314.15,,,314.15,,2054302625,Win
2025-02-13,22:10,,Basketball,NBA,Moneyline,Yes,Golden State Warriors vs Houston Rockets,Houston Rockets,102,300,Pinnacle,306,,,-300.00,,2054291469,Loss
2025-02-13,21:00,,Basketball,NCAA,Total,No,LiveCollege Of Charleston vs NC Wilmington,Over 153.5,-109,444,Pinnacle,407.34,,,-444.00,,2054302382,Loss
2025-02-13,19:00,,Basketball,NCAA,Moneyline,Yes,California Baptist vs UT Arlington,California Baptist,-109,300,Pinnacle,275.23,,,275.23,,2054145146,Win
2025-02-14,22:10,,Basketball,NCAA,Moneyline,Yes,UCLA vs Indiana,UCLA,-112,280,Pinnacle,250,,,250.00,,2054414759,Win
2025-02-14,21:00,,Basketball,NCAA,Spread,No,LiveFairfield vs St. Peter's,St. Peter's -4.5,-110,500,Pinnacle,454.55,,,454.55,,2054585678,Win
2025-02-14,21:00,,Basketball,NCAA,Spread,No,LiveFairfield vs St. Peter's,St. Peter's -4.5,-110,250,Pinnacle,227.27,,,227.27,,2054585749,Win
2025-02-14,21:00,,Basketball,NCAA,Spread,No,LiveFairfield vs St. Peter's,Fairfield +4.5,-103,500,Pinnacle,485.44,,,-500.00,,2054586299,Loss
2025-02-14,21:00,,Basketball,NCAA,Total,No,LiveQuinnipiac vs Sacred Heart,Over 177.5,-117,300,Pinnacle,256.41,,,256.41,,2054582406,Win
2025-02-14,21:00,,Basketball,NCAA,Total,No,LiveNorthern Kentucky vs Wisc Green Bay,Under 152.5,-109,300,Pinnacle,275.23,,,275.23,,2054585172,Win
2025-02-14,1:10,,Basketball,NCAA,Spread,Yes,San Francisco vs Gonzaga,San Francisco +7.5,118,300,Pinnacle,354,,,354.00,,2054306122,Win
2025-02-14,0:00,,Basketball,NCAA,Spread,No,LiveSan Diego vs Pepperdine,Pepperdine -11.5,-113,333,Pinnacle,294.69,,,-333.00,,2054325718,Loss
2025-02-14,0:00,,Basketball,NCAA,Spread,Yes,Northern Colorado vs Sacramento State,Sacramento State +4.5,106,333,Pinnacle,352.98,,,-333.00,,2054315674,Loss
2025-02-15,22:00,,Basketball,NCAA,Spread,No,Marshall vs UL - Lafayette,UL - Lafayette +6.0,-100,500,Pinnacle,500,,,500.00,,2054996417,Win
2025-02-16,0:00,,Basketball,NCAA,Total,No,Loyola Marymount vs Portland,Over 145.5,-115,300,Pinnacle,260.87,,,260.87,,2055002015,Win
2025-02-16,0:00,,Basketball,NCAA,Spread,Yes,Pepperdine vs Gonzaga,Pepperdine +14.5,105,200,Pinnacle,210,,,-200.00,,2055005224,Loss
2025-02-17,22:00,,Basketball,NCAA,Spread,No,LiveDuke vs Virginia,Duke -14.5,-107,333,Pinnacle,311.21,,,311.21,,2055547577,Win
2025-02-18,23:10,,Basketball,NCAA,Total,No,Houston vs Arizona State,Under 137.5,-136,300,Pinnacle,220.59,,,-300.00,,2055635677,Loss
2025-02-18,23:10,,Basketball,NCAA,Total,No,Houston vs Arizona State,Over 134.5,-105,745,Pinnacle,709.52,,,709.52,,2055658287,Win
2025-02-18,22:45,,Basketball,NCAA,Total,No,Illinois vs Wisconsin,Over 161.5,106,155,Pinnacle,164.3,,,164.30,,2055553058,Win
2025-02-18,22:45,,Basketball,NCAA,Total,No,Illinois vs Wisconsin,Over 161.5,104,155,Pinnacle,161.2,,,161.20,,2055553254,Win
2025-02-18,22:02,,Basketball,NCAA,Total,No,Butler vs Xavier,Over 153.5,109,333,Pinnacle,362.97,,,-333.00,,2055553291,Loss
2025-02-18,22:00,,Basketball,NCAA,Spread,Yes,Colorado vs Iowa State,Colorado +13.5,-150,600,Pinnacle,400,,,-600.00,,2055658715,Loss
2025-02-18,21:00,,Basketball,NCAA,Moneyline,No,LiveSyracuse vs Pittsburgh,Pittsburgh,-110,300,Pinnacle,272.73,,,272.73,,2055755146,Win
2025-02-18,21:10,,Basketball,NCAA,Total,No,Syracuse vs Pittsburgh,Over 146.5,103,500,Pinnacle,515,,,515.00,,2055673271,Win
2025-02-18,21:10,,Basketball,NCAA,Total,No,Texas A&M vs Mississippi State,Under 142.5,107,300,Pinnacle,321,,,321.00,,2055700229,Win
2025-02-18,21:00,,Basketball,NCAA,Total,No,Western Michigan vs Buffalo,Over 153.5,-101,200,Pinnacle,198.02,,,198.02,,2055669757,Win
2025-02-18,21:00,,Basketball,NCAA,Total,No,Western Michigan vs Buffalo,Over 150.5,-138,400,Pinnacle,289.86,,,289.86,,2055670845,Win
2025-02-18,20:30,,Basketball,NCAA,Total,No,Jacksonville vs Florida Gulf Coast,Under 142.5,-127,450,Pinnacle,354.33,,,354.33,,2055646819,Win
2025-02-18,21:00,,Basketball,NCAA,Spread,Yes,Central Michigan vs Ohio,Ohio -2.5,-101,333,Pinnacle,329.7,,,-333.00,,2055663817,Loss
2025-02-18,21:00,,Basketball,NCAA,Spread,Yes,Central Michigan vs Ohio,Ohio -2.5,-103,300,Pinnacle,291.26,,,-300.00,,2055664407,Loss
2025-02-19,21:00,,Basketball,NCAA,Total,No,LiveProvidence vs Georgetown,Over 148.5,-112,300,Pinnacle,267.86,,,267.86,,2055945413,Win
2025-02-19,21:00,,Basketball,NCAA,Moneyline,Yes,Southern Illinois vs Murray State,Murray State,-123,300,Pinnacle,243.9,,,243.90,,2055812424,Win
2025-02-19,22:00,,Basketball,NCAA,Moneyline,Yes,UAB vs Rice,UAB,-145,365,Pinnacle,251.72,,,251.72,,2055812984,Win
2025-02-19,22:00,,Basketball,NCAA,Spread,Yes,North Dakota State vs South Dakota State,North Dakota State +3.5,112,400,Pinnacle,448,,,448.00,,2055813040,Win
2025-02-19,20:35,,Basketball,NCAA,Moneyline,Yes,Nebraska vs Penn State,Nebraska,105,400,Pinnacle,420,,,-400.00,,2055812367,Loss
2025-02-20,23:10,,Basketball,NBA,Spread,Yes,LiveCharlotte Hornets vs Denver Nuggets,Charlotte Hornets +5.5,-135,333,Pinnacle,246.67,,,-333.00,,2056210972,Loss
2025-02-20,21:03,,Basketball,NBA,Spread,No,Boston Celtics vs Philadelphia 76ers,Boston Celtics -7.5,-105,20,Pinnacle,19.05,,,19.05,,2056029462,Win
2025-02-20,0:11,,Basketball,NBA,Total,No,Charlotte Hornets vs Los Angeles Lakers,Over 227,115,500,Pinnacle,575,,,-500.00,,2055762934,Loss
2025-02-20,0:05,,Unknown Sport,Primera Division,Moneyline,Yes,LiveSantos Laguna (0) vs Cruz Azul (0),Over 3,106,50,Pinnacle,53,,,-50.00,,2055961219,Loss
2025-02-21,22:40,,Basketball,NBA,Player Prop,No,Trey Murphy III (Assists),Over 4.5 Assists,104,300,Pinnacle,312,,,312.00,,2056330307,Win
2025-02-21,22:40,,Basketball,NBA,Player Prop,No,CJ McCollum (Assists),Under 3.5 Assists,-109,300,Pinnacle,275.23,,,-300.00,,2056330727,Loss
2025-02-21,22:40,,Basketball,NBA,Player Prop,No,De'Aaron Fox (Assists),Under 6.5 Assists,-115,155,Pinnacle,134.78,,,134.78,,2056340259,Win
2025-02-21,21:10,,Basketball,NBA,Player Prop,No,Franz Wagner (Rebounds),Under 5.5 Rebounds,-113,150,Pinnacle,132.74,,,-150.00,,2056329803,Loss
2025-02-21,21:10,,Basketball,NBA,Player Prop,No,Franz Wagner (Assists),Under 4.5 Assists,-131,150,Pinnacle,114.5,,,114.50,,2056334674,Win
2025-02-21,21:10,,Basketball,NBA,Player Prop,No,Ja Morant (Assists),Under 6.5 Assists,104,300,Pinnacle,312,,,312.00,,2056326040,Win
2025-02-21,21:10,,Basketball,NBA,Player Prop,No,Khris Middleton (Assists),Over 4.5 Assists,118,300,Pinnacle,354,,,-300.00,,2056431688,Loss
2025-02-21,23:40,,Basketball,NBA,Player Prop,No,Shai Gilgeous-Alexander (Assists),Over 6.5 Assists,104,200,Pinnacle,208,,,208.00,,2056327423,Win
2025-02-21,23:40,,Basketball,NBA,Player Prop,No,Tari Eason (Rebounds),Under 6.5 Rebounds,-128,150,Pinnacle,117.19,,,117.19,,2056362100,Win
2025-02-21,22:40,,Basketball,NBA,Player Prop,No,Klay Thompson (Points),Under 16.5 Points,-104,300,Pinnacle,288.46,,,288.46,,2056355505,Win
2025-02-21,23:00,,Basketball,NCAA,Total,No,Wisc Milwaukee vs Youngstown State,Under 153.5,-129,300,Pinnacle,232.56,,,-300.00,,2056304718,Loss
2025-02-21,21:40,,Basketball,NBA,Player Prop,No,Kel'el Ware (Points),Under 11.5 Points,100,300,Pinnacle,300,,,300.00,,2056337730,Win
2025-02-21,23:40,,Basketball,NBA,Total,Yes,Oklahoma City Thunder vs Utah Jazz,Over 58.5,-103,300,Pinnacle,291.26,,,-300.00,,2056330971,Loss
2025-02-21,22:40,5823666c4647cda743363c25278be9c7,Basketball,NBA,Total,Yes,Detroit Pistons vs San Antonio Spurs,Over 120,103,150,Pinnacle,154.5,,,154.50,,2056321977,Win
2025-02-21,21:10,,Basketball,NBA,Player Prop,No,Desmond Bane (Points),Over 19.5 Points,111,590,Pinnacle,654.9,,,-590.00,,2056333736,Loss
2025-02-21,21:00,,Basketball,NCAA,Total,No,St. Peter's vs Mount St. Mary's (MD),Under 131.5,-101,300,Pinnacle,297.03,,,297.03,,2056341137,Win
2025-02-21,21:00,,Basketball,NCAA,Total,No,Cornell vs Yale,Under 159.5,110,300,Pinnacle,330,,,-300.00,,2056326222,Loss
2025-02-21,21:00,,Basketball,NCAA,Total,No,Wisc Green Bay vs Robert Morris,Under 148.5,-131,200,Pinnacle,152.67,,,-200.00,,2056336564,Loss
2025-02-21,21:40,,Basketball,NBA,Spread,Yes,Miami Heat vs Toronto Raptors,Miami Heat -1.0,106,222,Pinnacle,235.32,,,-222.00,,2056341348,Loss
2025-02-21,21:10,,Basketball,NBA,Moneyline,Yes,Memphis Grizzlies vs Orlando Magic,Orlando Magic,115,300,Pinnacle,345,,,345.00,,2056361845,Win
2025-02-21,21:10,,Basketball,NBA,Spread,Yes,New York Knicks vs Cleveland Cavaliers,New York Knicks +1.5,115,300,Pinnacle,345,,,-300.00,,2056340762,Loss
2025-02-21,21:10,,Basketball,NBA,Spread,Yes,New York Knicks vs Cleveland Cavaliers,New York Knicks +3.5,125,300,Pinnacle,375,,,-300.00,,2056335778,Loss
2025-02-21,21:10,,Basketball,NBA,Moneyline,Yes,Milwaukee Bucks vs Washington Wizards,Washington Wizards,136,300,Pinnacle,408,,,-300.00,,2056355046,Loss
2025-02-21,21:00,,Basketball,NCAA,Spread,Yes,Marquette vs Villanova,Marquette -0.5,106,250,Pinnacle,265,,,-250.00,,2056340885,Loss
2025-02-21,21:00,,Basketball,NCAA,Spread,Yes,Harvard vs Princeton,Princeton -4.5,-103,150,Pinnacle,145.63,,,145.63,,2056321052,Win
2025-02-21,21:10,,Basketball,NBA,Spread,Yes,New York Knicks vs Cleveland Cavaliers,New York Knicks +1.5,128,300,Pinnacle,384,,,-300.00,,2056335906,Loss
2025-02-21,0:10,,Basketball,NBA,Total,Yes,Los Angeles Lakers vs Portland Trail Blazers,Over 55.5,-130,450,Pinnacle,346.15,,,-450.00,,2056208492,Loss
2025-02-22,22:40,,Basketball,NBA,Player Prop,No,Austin Reaves (3 Point FG),Under 2.5 3-Point Field Goals,-118,200,Pinnacle,169.49,,,-200.00,,2056740159,Loss
2025-02-22,23:00,,Basketball,NCAA,Total,No,Pepperdine vs Loyola Marymount,Over 146.5,-104,333,Pinnacle,320.19,,,320.19,,2056734593,Win
2025-02-22,22:40,,Basketball,NBA,Spread,Yes,Los Angeles Lakers vs Denver Nuggets,Los Angeles Lakers +2.5,-111,388,Pinnacle,349.55,,,349.55,,2056737759,Win
2025-02-22,21:40,,Basketball,NBA,Total,No,Brooklyn Nets vs Philadelphia 76ers,Under 211.5,105,300,Pinnacle,315,,,315.00,,2056660345,Win
2025-02-22,23:45,,Unknown Sport,UFC,Moneyline,Yes,Melsik Baghdasaryan vs Jean Silva,Jean Silva,-524,1857,Pinnacle,354.39,,,354.39,,2055290973,Win
2025-02-22,23:45,,Unknown Sport,UFC,Moneyline,Yes,Melsik Baghdasaryan vs Jean Silva,Jean Silva,-569,300,Pinnacle,52.72,,,52.72,,2055291033,Win
2025-02-22,18:10,,Basketball,NCAA,Total,No,Virginia vs North Carolina,Under 146.5,-140,300,Pinnacle,214.29,,,-300.00,,2056693434,Loss
2025-02-22,19:30,,Basketball,NCAA,Spread,No,South Alabama vs Texas State,South Alabama +1.0,108,300,Pinnacle,324,,,0,,2056704201,Refund
2025-02-22,20:00,,Basketball,NCAA,Moneyline,Yes,Santa Clara vs Washington State,Santa Clara,-127,400,Pinnacle,314.96,,,314.96,,2056702751,Win
2025-02-22,17:30,,Basketball,NCAA,Moneyline,Yes,Mississippi vs Vanderbilt,Vanderbilt,-112,300,Pinnacle,267.86,,,267.86,,2056720229,Win
2025-02-22,18:05,,Basketball,NCAA,Spread,Yes,Georgia vs Auburn,Auburn -9.5,-101,222,Pinnacle,219.8,,,-222.00,,2056720628,Loss
2025-02-22,16:00,,Basketball,NCAA,Total,No,Penn State vs Minnesota,Under 140.5,112,150,Pinnacle,168,,,168.00,,2056697622,Win
2025-02-22,16:00,,Basketball,NCAA,Total,No,Stony Brook vs North Carolina A&T,Over 136.5,114,300,Pinnacle,342,,,342.00,,2056698757,Win
2025-02-22,16:00,,Basketball,NCAA,Total,No,Stony Brook vs North Carolina A&T,Over 134.5,-110,300,Pinnacle,272.73,,,272.73,,2056699261,Win
2025-02-22,14:30,,Basketball,NCAA,Spread,Yes,Richmond vs St. Joseph's,St. Joseph's -6.5,-144,300,Pinnacle,208.33,,,208.33,,2056696213,Win
2025-02-22,0:10,,Basketball,NBA,Player Prop,No,DeMar DeRozan (Assists),Under 3.5 Assists,127,300,Pinnacle,381,,,-300.00,,2056336939,Loss
2025-02-22,0:10,,Basketball,NBA,Moneyline,Yes,Golden State Warriors vs Sacramento Kings,Sacramento Kings,118,300,Pinnacle,354,,,-300.00,,2056338877,Loss
2025-02-23,19:10,,Basketball,NBA,Player Prop,No,James Harden (Pts+Rebs+Asts),Over 42.5 Points+Rebs+Assists,-119,2,Pinnacle,1.68,,,1.68,,2057294414,Win
2025-02-23,17:40,,Basketball,NBA,Player Prop,No,Brandin Podziemski (Rebounds),Over 5.5 Rebounds,-128,20,Pinnacle,15.63,,,15.62,,2057234612,Win
2025-02-23,19:10,,Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Indiana Pacers,Los Angeles Clippers +2.0,-103,2,Pinnacle,1.94,,,-2.00,,2057294256,Loss
2025-02-23,19:10,,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Indiana Pacers,Over 110.5,-138,2,Pinnacle,1.45,,,1.45,,2057294287,Win
2025-02-23,19:10,,Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Indiana Pacers,Los Angeles Clippers -0.5,127,2,Pinnacle,2.54,,,-2.00,,2057294322,Loss
2025-02-23,19:10,,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Indiana Pacers,Over 55.5,-122,2,Pinnacle,1.64,,,-2.00,,2057294340,Loss
2025-02-23,15:07,,Hockey,NHL,Moneyline,Yes,Edmonton Oilers vs Washington Capitals,Edmonton Oilers,-135,20,Pinnacle,14.81,,,-20.00,,2057233623,Loss
2025-02-23,15:10,,Basketball,NBA,Spread,No,New York Knicks vs Boston Celtics,New York Knicks +8.5,-104,20,Pinnacle,19.23,,,-20.00,,2057104720,Loss
2025-02-23,0:07,,Hockey,NHL,Moneyline,Yes,LiveVancouver Canucks vs Vegas Golden Knights,Vancouver Canucks,624,2,Pinnacle,12.48,,,-2.00,,2056985910,Loss
2025-02-23,0:10,,Basketball,NCAA,Total,No,BYU vs Arizona,Over 154.5,112,450,Pinnacle,504,,,504.00,,2056745239,Win
2025-02-23,0:10,,Basketball,NBA,Moneyline,Yes,Charlotte Hornets vs Portland Trail Blazers,Charlotte Hornets,137,300,Pinnacle,411,,,-300.00,,2056740574,Loss
2025-02-24,21:40,2184beee6d15f9165b7fd20c8fe434db,Basketball,NBA,Moneyline,Yes,Miami Heat vs Atlanta Hawks,Miami Heat,-100,222,Pinnacle,222,,,-222.00,,2057437731,Loss
2025-02-24,21:10,,Basketball,NBA,Player Prop,No,Aaron Gordon (Rebounds),Over 5.5 Rebounds,115,222,Pinnacle,255.3,,,-222.00,,2057437686,Loss
2025-02-24,21:10,,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers - Over 55.5,105,333,Pinnacle,349.65,,,-333.00,,2057436934,Loss
2025-02-24,20:00,,Basketball,NCAA,Moneyline,Yes,NC Wilmington vs William & Mary,NC Wilmington,-126,222,Pinnacle,176.19,,,0,,2057436191,Refund
2025-02-24,21:10,,Basketball,NBA,Total,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers - Over 55.5,103,300,Pinnacle,309,,,-300.00,,2057436179,Loss
2025-02-24,22:00,,Basketball,NCAA,Total,No,Stephen F. Austin vs Houston Christian,Under 137.5,-111,333,Pinnacle,300,,,300.00,,2057434164,Win
2025-02-24,21:30,,Basketball,NCAA,Spread,No,East Texas A&M vs New Orleans,East Texas A&M -2.0,-100,333,Pinnacle,333,,,0,,2057433752,Refund
2025-02-24,21:30,,Basketball,NCAA,Spread,No,East Texas A&M vs New Orleans,New Orleans +2.0,-117,222,Pinnacle,189.74,,,0,,2057433112,Refund
2025-02-24,21:10,,Basketball,NBA,Total,Yes,Denver Nuggets vs Indiana Pacers,Over 61.5,102,355,Pinnacle,362.1,,,-355.00,,2057432977,Loss
2025-02-24,23:10,,Basketball,NBA,Spread,No,Portland Trail Blazers vs Utah Jazz,Utah Jazz +3.5,128,350,Pinnacle,448,,,448.00,,2057432413,Win
2025-02-24,21:10,,Basketball,NBA,Total,No,Los Angeles Clippers vs Detroit Pistons,Under 222.5,121,300,Pinnacle,363,,,363.00,,2057415131,Win
2025-02-24,21:10,,Basketball,NBA,Spread,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers -1.0,113,155,Pinnacle,175.15,,,175.15,,2057451388,Win
2025-02-24,21:10,,Basketball,NBA,Player Prop,No,Aaron Nesmith (Points),Over 8.5 Points,-109,155,Pinnacle,142.2,,,142.20,,2057450586,Win
2025-02-24,21:10,,Basketball,NBA,Moneyline,Yes,Los Angeles Clippers vs Detroit Pistons,Los Angeles Clippers,-109,150,Pinnacle,137.61,,,137.61,,2057446169,Win
2025-02-24,23:10,,Basketball,NBA,Spread,Yes,Portland Trail Blazers vs Utah Jazz,Portland Trail Blazers -1.5,-102,60,Pinnacle,58.82,,,58.82,,2057482000,Win
